date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:13:18	42840/42840	---M--	200	added ('OK')	image/jpeg	etag:%22e9234bccaabb956b261f44b077496e6d%22	https://assets.website-files.com/5fe22b52285ac81c0bafbab6/60007a10cb1e666dfa03bf16_david-lundgren-1677087-unsplash.jpg	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe22b52285ac81c0bafbab6/60007a10cb1e666dfa03bf16_david-lundgren-1677087-unsplash.jpg	(from https://assets.website-files.com/5fe22b52285ac81c0bafbab6/css/pixit.c291ede1a.css)
11:13:18	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:16%20GMT	https://www.pixithq.com/property-claims	C:/My%20Web%20Sites/Pixit/www.pixithq.com/property-claims.html	(from https://www.pixithq.com/)
11:13:18	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:16%20GMT	https://www.pixithq.com/prohibited-items-form	C:/My%20Web%20Sites/Pixit/www.pixithq.com/prohibited-items-form.1b.delayed	(from https://www.pixithq.com/pricing)
11:13:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Dec%202021%2005:13:16%20GMT	http://js.hsforms.net/forms/v2.js	C:/My%20Web%20Sites/Pixit/js.hsforms.net/forms/v2.1c.delayed	(from https://www.pixithq.com/contact)
11:13:20	578937/578937	---MCZ	200	added ('OK')	application/javascript	etag:W/%224346d76226aaf9e287787895e67a00d3%22	https://js.hsforms.net/forms/v2.js	C:/My%20Web%20Sites/Pixit/js.hsforms.net/forms/v2.js	(from https://www.pixithq.com/contact)
11:13:20	12474/12474	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Dec%202021%2005:13:18%20GMT	https://www.pixithq.com/blog/lost-and-found-reopening	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/lost-and-found-reopening.html	(from https://www.pixithq.com/blog)
11:13:21	37789/37789	---M--	200	added ('OK')	image/png	etag:%2208b9a652ddea508680093f57c4cd9923%22	https://assets.website-files.com/5fe2534c285ac85664b04d3f/6011dad677183fb3e04956f5_visual-inventory.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe2534c285ac85664b04d3f/6011dad677183fb3e04956f5_visual-inventory.png	(from https://www.pixithq.com/blog)
11:13:22	11903/11903	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Dec%202021%2005:13:19%20GMT	https://www.pixithq.com/blog/recurring-tasks-covid-best-practices	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/recurring-tasks-covid-best-practices.html	(from https://www.pixithq.com/blog)
11:13:22	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:20%20GMT	https://www.pixithq.com/blog/recurring-maintenance-tasks-and-calendar-view	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/recurring-maintenance-tasks-and-calendar-view	(from https://www.pixithq.com/blog)
11:13:24	708402/708402	---M--	200	added ('OK')	image/png	etag:%2221074c32f4e582c92a7fef36f22b5cf6%22	https://assets.website-files.com/5fe2534c285ac85664b04d3f/6011e4c785e9ee5befbdd05c_Screen%20Shot%202021-01-27%20at%203.52.33%20PM.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe2534c285ac85664b04d3f/6011e4c785e9ee5befbdd05c_Screen%20Shot%202021-01-27%20at%203.52.33%20PM.png	(from https://www.pixithq.com/blog)
11:13:26	11212/11212	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Dec%202021%2005:13:23%20GMT	https://www.pixithq.com/blog/maintenance-while-social-distancing	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/maintenance-while-social-distancing.html	(from https://www.pixithq.com/blog)
11:13:26	248127/248127	---M--	200	added ('OK')	image/png	etag:%228ba1c3bc7837943451ebbf82c02b40ad%22	https://assets.website-files.com/5fe2534c285ac85664b04d3f/6011d9ad956da45935c2bb33_Screen%20Shot%202021-01-27%20at%203.22.35%20PM.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe2534c285ac85664b04d3f/6011d9ad956da45935c2bb33_Screen%20Shot%202021-01-27%20at%203.22.35%20PM.png	(from https://www.pixithq.com/blog)
11:13:27	47125/47125	---M--	200	added ('OK')	image/png	etag:%223ea6df6f67bda6a01442e282356b6469%22	https://assets.website-files.com/5fe2534c285ac85664b04d3f/6011d86a8d27d65f8f5d1475_maintenance-submit-requests.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe2534c285ac85664b04d3f/6011d86a8d27d65f8f5d1475_maintenance-submit-requests.png	(from https://www.pixithq.com/blog)
11:13:27	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:24%20GMT	https://www.pixithq.com/blog/lost-and-found-while-social-distancing	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/lost-and-found-while-social-distancing	(from https://www.pixithq.com/blog)
11:13:28	39442/39442	---M--	200	added ('OK')	image/png	etag:%226320583c0a4cb4e8114dfef7dbc241eb%22	https://assets.website-files.com/5fe2534c285ac85664b04d3f/6011d75777183fbebe4765e0_Inventory-Claim-Management-1.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe2534c285ac85664b04d3f/6011d75777183fbebe4765e0_Inventory-Claim-Management-1.png	(from https://www.pixithq.com/blog)
11:13:28	12864/12864	---M-Z	200	added ('OK')	text/html	date:Sun,%2012%20Dec%202021%2005:13:25%20GMT	https://www.pixithq.com/blog/let-your-lost-and-found-department-shine	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/let-your-lost-and-found-department-shine.html	(from https://www.pixithq.com/blog)
11:13:31	372295/372295	---M--	200	added ('OK')	image/png	etag:%22a376e271107ccf2d83a9d7eea697bef0%22	https://assets.website-files.com/5fe22b52285ac81c0bafbab6/5fff4cb3144f7f20615e7c15_maintenance-hero%20(1).png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe22b52285ac81c0bafbab6/5fff4cb3144f7f20615e7c15_maintenance-hero%20(1).png	(from https://www.pixithq.com/work-order-management)
11:13:31	1785826/1785826	---M--	200	added ('OK')	image/png	etag:%2207089763d28615db3d4ce335f4a0d3b0%22	https://assets.website-files.com/5fe2534c285ac85664b04d3f/6011d662e10530b850e0fac7_Screen%20Shot%202021-01-27%20at%203.08.36%20PM.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe2534c285ac85664b04d3f/6011d662e10530b850e0fac7_Screen%20Shot%202021-01-27%20at%203.08.36%20PM.png	(from https://www.pixithq.com/blog)
11:13:33	121380/121380	---M--	200	added ('OK')	image/png	etag:%22e80f4577914b20e4ec12c25a4e8ce269%22	https://assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff760311369b4400fcd0ad4_maintenance-ui-workticket-2.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff760311369b4400fcd0ad4_maintenance-ui-workticket-2.png	(from https://www.pixithq.com/work-order-management)
11:13:33	315701/315701	---M--	200	added ('OK')	image/png	etag:%22581fe7428aa4cbd82774ed94436c20a2%22	https://assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff7602f781a6f2fca8febda_maintenance-ui-worktickets-1.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff7602f781a6f2fca8febda_maintenance-ui-worktickets-1.png	(from https://www.pixithq.com/work-order-management)
11:13:34	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:31%20GMT	https://www.pixithq.com/work-order-management-white-paper	C:/My%20Web%20Sites/Pixit/www.pixithq.com/work-order-management-white-paper	(from https://www.pixithq.com/work-order-management)
11:13:34	176939/176939	---M--	200	added ('OK')	image/png	etag:%2259e40939735af2d820ec1873bc944101%22	https://assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff761365e5e653a018f1f09_maintenance-ui-productivity.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff761365e5e653a018f1f09_maintenance-ui-productivity.png	(from https://www.pixithq.com/work-order-management)
11:13:34	67592/67592	---M--	200	added ('OK')	image/png	etag:%22b677f999120ffc08bee71c57340f0906%22	https://assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff765186a78a704df3b2bd1_maintenance-pricing-1.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff765186a78a704df3b2bd1_maintenance-pricing-1.png	(from https://www.pixithq.com/work-order-management)
11:13:36	166/166	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2012%20Dec%202021%2005:13:33%20GMT	http://www.pixithq.com/privacy-policy/support@pixithq.com	C:/My%20Web%20Sites/Pixit/www.pixithq.com/privacy-policy/support@pixithq.31.delayed	(from https://www.pixithq.com/privacy-policy)
11:13:36	95594/95594	---M--	200	added ('OK')	image/png	etag:%2267ae3f98c5c2ae9caa81e2b2bead2d9f%22	https://assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff7651a7caa8c6adae74d3b_maintenance-pricing-2.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe22b52285ac81c0bafbab6/5ff7651a7caa8c6adae74d3b_maintenance-pricing-2.png	(from https://www.pixithq.com/work-order-management)
11:13:36	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:34%20GMT	https://www.pixithq.com/privacy-policy/support@pixithq.com	C:/My%20Web%20Sites/Pixit/www.pixithq.com/privacy-policy/support@pixithq.com	(from https://www.pixithq.com/privacy-policy)
11:13:37	1940/1940	---MCZ	200	added ('OK')	application/javascript	etag:W/%22edf7f382f72827b746ebc8d87eed73c6%22	https://static.hsappstatic.net/MeetingsEmbed/ex/MeetingsEmbedCode.js	C:/My%20Web%20Sites/Pixit/static.hsappstatic.net/MeetingsEmbed/ex/MeetingsEmbedCode.js	(from https://www.pixithq.com/blog/lost-and-found-reopening)
11:13:37	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:34%20GMT	https://www.pixithq.com/terms	C:/My%20Web%20Sites/Pixit/www.pixithq.com/terms.html	(from https://www.pixithq.com/)
11:13:38	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:35%20GMT	https://www.pixithq.com/property-claims	C:/My%20Web%20Sites/Pixit/www.pixithq.com/property-claims.html	(from https://www.pixithq.com/)
11:13:39	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:36%20GMT	https://www.pixithq.com/blog/recurring-maintenance-tasks-and-calendar-view	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/recurring-maintenance-tasks-and-calendar-view.html	(from https://www.pixithq.com/blog)
11:13:39	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:37%20GMT	https://www.pixithq.com/blog/lost-and-found-while-social-distancing	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/lost-and-found-while-social-distancing.html	(from https://www.pixithq.com/blog)
11:13:40	585304/585304	---M--	200	added ('OK')	image/png	etag:%22a8e30fed2f4e256089dff9f3edf59353%22	https://assets.website-files.com/5fe2534c285ac85664b04d3f/6011da4498583f26ccf0d321_Screen%20Shot%202021-01-27%20at%203.24.26%20PM.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe2534c285ac85664b04d3f/6011da4498583f26ccf0d321_Screen%20Shot%202021-01-27%20at%203.24.26%20PM.png	(from https://www.pixithq.com/blog/recurring-tasks-covid-best-practices)
11:13:44	299620/299620	---M--	200	added ('OK')	image/png	etag:%2299189b2507d7cf1b0f7995521aae66cd%22	https://assets.website-files.com/5fe2534c285ac85664b04d3f/6011d609af16db4ac6f65a0f_security-home-image.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe2534c285ac85664b04d3f/6011d609af16db4ac6f65a0f_security-home-image.png	(from https://www.pixithq.com/blog/let-your-lost-and-found-department-shine)
11:13:50	1786492/1786492	---M--	200	added ('OK')	image/png	etag:%22eaef4d1d8ccf06057edd617b550e9405%22	https://assets.website-files.com/5fe2534c285ac85664b04d3f/6011d64292bf3348c2d910f0_Screen%20Shot%202021-01-27%20at%203.08.07%20PM.png	C:/My%20Web%20Sites/Pixit/assets.website-files.com/5fe2534c285ac85664b04d3f/6011d64292bf3348c2d910f0_Screen%20Shot%202021-01-27%20at%203.08.07%20PM.png	(from https://www.pixithq.com/blog/let-your-lost-and-found-department-shine)
11:13:50	0/-1	---M--	504	error ('')			https://www.pixithq.com/prohibited-items-form	C:/My%20Web%20Sites/Pixit/www.pixithq.com/prohibited-items-form.html	(from https://www.pixithq.com/pricing)
11:14:20	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:38%20GMT	https://www.pixithq.com/work-order-management-white-paper	C:/My%20Web%20Sites/Pixit/www.pixithq.com/work-order-management-white-paper.html	(from https://www.pixithq.com/work-order-management)
11:14:21	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:39%20GMT	https://www.pixithq.com/privacy-policy/support@pixithq.com	C:/My%20Web%20Sites/Pixit/www.pixithq.com/privacy-policy/support@pixithq.html	(from https://www.pixithq.com/privacy-policy)
11:14:25	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:42%20GMT	https://www.pixithq.com/terms	C:/My%20Web%20Sites/Pixit/www.pixithq.com/terms.html	(from https://www.pixithq.com/)
11:14:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:13:49%20GMT	https://www.pixithq.com/blog/recurring-maintenance-tasks-and-calendar-view	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/recurring-maintenance-tasks-and-calendar-view.html	(from https://www.pixithq.com/blog)
11:14:31	0/-1	---M--	504	error ('')			https://www.pixithq.com/prohibited-items-form	C:/My%20Web%20Sites/Pixit/www.pixithq.com/prohibited-items-form.html	(from https://www.pixithq.com/pricing)
11:14:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:14:19%20GMT	https://www.pixithq.com/blog/lost-and-found-while-social-distancing	C:/My%20Web%20Sites/Pixit/www.pixithq.com/blog/lost-and-found-while-social-distancing.html	(from https://www.pixithq.com/blog)
11:14:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:14:21%20GMT	https://www.pixithq.com/work-order-management-white-paper	C:/My%20Web%20Sites/Pixit/www.pixithq.com/work-order-management-white-paper.html	(from https://www.pixithq.com/work-order-management)
11:14:31	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sun,%2012%20Dec%202021%2005:14:23%20GMT	https://www.pixithq.com/privacy-policy/support@pixithq.com	C:/My%20Web%20Sites/Pixit/www.pixithq.com/privacy-policy/support@pixithq.html	(from https://www.pixithq.com/privacy-policy)
